"","Relevé","TITLE","LITERATURE","YEAR","TAX_SCOPE","SAMPLING_METHOD","QUANT_METHOD","FAMILY","GENERA","EPITHET","SPECIES","IDENTIFICATION_CONFIDENCE","EPILIST","EPIPHYTE_FLORA","HEMIEPIPHYTE_FLORA","RUPICOLOUS_FLORA","TERRESTRIAL_FLORA","UNKNOWN_FLORA","NATURALNESS","INCLUSION.REQUIREMENTS","NUMBER_INDIVIDUALS","FREQUENCY","BIOMASS","SCORE","LONGITUDE","LATITUDE","PRECISION","PHOROPHYTE_FAMILY","PHOROPHYTE_GENUS","PHOROPHYTE_EPITHET","DBH","HEIGHT","OBS.","BIOME","COUNTRY","WWF_ECOREGION","PHYLUM"
"1092",1092,"Composición de la flora vascular en la región noreste de Santiago del Estero (Argentina)","Paper",2017,"All","Others","Presence","Bromeliaceae","Tillandsia","xiphioides","Tillandsia xiphioides","","Epiphyte",0,0,1,0,0,"Natural","",NA,NA,NA,"",-61.95,-26.05,"Area","","","",NA,NA,"","Chaco","Argentina","Dry Chaco","Angiospermae"
"1093",1093,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"All","Others","Presence","Orchidaceae","Brassavola","tuberculata","Brassavola tuberculata","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.944335,-26.181614,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1094",1094,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"All","Others","Presence","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","cf.","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.944335,-26.181614,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1095",1095,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"All","Others","Presence","Polypodiaceae","Microgramma",NA,"Microgramma sp.","morpho",NA,0,0,0,0,0,"Natural","",NA,NA,NA,"",-58.944335,-26.181614,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1096",1096,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"All","Others","Presence","Piperaceae","Peperomia","aceroana","Peperomia aceroana","","Epiphyte",0,0,0,0,1,"Natural","",NA,NA,NA,"",-58.944335,-26.181614,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1097",1097,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"All","Others","Presence","Bromeliaceae","Tillandsia","duratii","Tillandsia duratii","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.944335,-26.181614,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1098",1098,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"All","Others","Presence","Bromeliaceae","Tillandsia","funebris","Tillandsia funebris","","Epiphyte",0,0,0,0,1,"Natural","",NA,NA,NA,"",-58.944335,-26.181614,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1099",1099,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"All","Others","Presence","Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.944335,-26.181614,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1100",1100,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"All","Others","Presence","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.944335,-26.181614,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1101",1101,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"All","Others","Presence","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.944335,-26.181614,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1102",1102,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","funebris","Tillandsia funebris","","Epiphyte",0,0,0,0,1,"Natural","",NA,NA,NA,"",-58.62676,-26.238897,"Sampled tree","","","",NA,NA,"Herbarium data, Palavecino s.n. (BA 29/505)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1103",1103,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","recurvifolia","Tillandsia recurvifolia","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.62676,-26.238897,"Sampled tree","","","",NA,NA,"Herbarium data, Palavecino s.n. (BA 29/506)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1104",1104,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","reichenbachii","Tillandsia reichenbachii","","Epiphyte",0,0,0,0,1,"Natural","",NA,NA,NA,"",-58.62676,-26.238897,"Sampled tree","","","",NA,NA,"Herbarium data, Palavecino s.n. (BA 29/509)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1105",1105,"Checklist of vascular plants of the Department of Ñeembucú, Paraguay","Paper",2012,"All","Others","Presence","Orchidaceae","Brassavola","tuberculata","Brassavola tuberculata","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.75,-26.5,"","","","",NA,NA,"","Chaco","Paraguay","Humid Chaco","Angiospermae"
"1106",1106,"Checklist of vascular plants of the Department of Ñeembucú, Paraguay","Paper",2012,"All","Others","Presence","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-57.75,-26.5,"","","","",NA,NA,"","Chaco","Paraguay","Humid Chaco","Angiospermae"
"1107",1107,"Checklist of vascular plants of the Department of Ñeembucú, Paraguay","Paper",2012,"All","Others","Presence","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-57.75,-26.5,"","","","",NA,NA,"","Chaco","Paraguay","Humid Chaco","Pteridophyte"
"1108",1108,"Checklist of vascular plants of the Department of Ñeembucú, Paraguay","Paper",2012,"All","Others","Presence","Piperaceae","Peperomia","aceroana","Peperomia aceroana","","Epiphyte",0,0,0,0,1,"Natural","",NA,NA,NA,"",-57.75,-26.5,"","","","",NA,NA,"","Chaco","Paraguay","Humid Chaco","Angiospermae"
"1109",1109,"Checklist of vascular plants of the Department of Ñeembucú, Paraguay","Paper",2012,"All","Others","Presence","Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-57.75,-26.5,"","","","",NA,NA,"","Chaco","Paraguay","Humid Chaco","Angiospermae"
"1110",1110,"Checklist of vascular plants of the Department of Ñeembucú, Paraguay","Paper",2012,"All","Others","Presence","Orchidaceae","Trichocentrum","pumilum","Trichocentrum pumilum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-57.75,-26.5,"","","","",NA,NA,"","Chaco","Paraguay","Humid Chaco","Angiospermae"
"1111",1111,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Orchidaceae","Brassavola","tuberculata","Brassavola tuberculata","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1112",1112,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","cf.","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1113",1113,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1114",1114,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Polypodiaceae","Microgramma",NA,"Microgramma sp.3","morpho",NA,0,0,0,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1115",1115,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1116",1116,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Piperaceae","Peperomia","aceroana","Peperomia aceroana","","Epiphyte",0,0,0,0,1,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1117",1117,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Polypodiaceae","Pleopeltis","minima","Pleopeltis minima","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1118",1118,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Cactaceae","Rhipsalis","aculeata","Rhipsalis aculeata","","Epiphyte",0,0,0,0,1,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1119",1119,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Cactaceae","Rhipsalis","shaferi","Rhipsalis shaferi","","Missing",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1120",1120,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1121",1121,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1122",1122,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1123",1123,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1124",1124,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1125",1125,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1126",1126,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1127",1127,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1128",1128,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1129",1129,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1130",1130,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1131",1131,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1132",1132,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1133",1133,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1134",1134,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1135",1135,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1136",1136,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1137",1137,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1138",1138,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","duratii","Tillandsia duratii","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1139",1139,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","funebris","Tillandsia funebris","","Epiphyte",0,0,0,0,1,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1140",1140,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1141",1141,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","recurvifolia","Tillandsia recurvifolia","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1142",1142,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1143",1143,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1144",1144,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina.","Paper",2015,"All","Others","Abundance","Orchidaceae","Trichocentrum","pumilum","Trichocentrum pumilum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.66666667,-26.6,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1145",1145,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"Angio","Others","Presence","Orchidaceae","Brassavola","tuberculata","Brassavola tuberculata","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.6706954,-26.6205597,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1146",1146,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"Angio","Others","Presence","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","cf.","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.6706954,-26.6205597,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1147",1147,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"Angio","Others","Presence","Piperaceae","Peperomia","aceroana","Peperomia aceroana","","Epiphyte",0,0,0,0,1,"Natural","",NA,NA,NA,"",-58.6706954,-26.6205597,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1148",1148,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"Ferns","Others","Presence","Polypodiaceae","Pleopeltis","minima","Pleopeltis minima","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.6706954,-26.6205597,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1149",1149,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"Angio","Others","Presence","Cactaceae","Rhipsalis","aculeata","Rhipsalis aculeata","","Epiphyte",0,0,0,0,1,"Natural","",NA,NA,NA,"",-58.6706954,-26.6205597,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1150",1150,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"Angio","Others","Presence","Bromeliaceae","Tillandsia","duratii","Tillandsia duratii","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.6706954,-26.6205597,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1151",1151,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"Angio","Others","Presence","Bromeliaceae","Tillandsia","funebris","Tillandsia funebris","","Epiphyte",0,0,0,0,1,"Natural","",NA,NA,NA,"",-58.6706954,-26.6205597,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1152",1152,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"Angio","Others","Presence","Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.6706954,-26.6205597,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1153",1153,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"Angio","Others","Presence","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.6706954,-26.6205597,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1154",1154,"Contribución al conocimiento florístico del Chaco Oriental, sudeste de la provincia de Formosa, Argentina","Paper",2015,"Angio","Others","Presence","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.6706954,-26.6205597,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Angiospermae"
"1155",1155,"","Herbarium (ARG)",NA,"","Others","Presence","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.677803,-27.052439,"Sampled tree","","","",NA,NA,"Herbarium data, Jörgensen, P. s.n. (BA 17325)","Chaco","Argentina","Paraná flooded savanna","Angiospermae"
"1156",1156,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","bandensis","Tillandsia bandensis","","Epiphyte",0,0,1,0,0,"Natural","",NA,NA,NA,"",-61.1833,-27.1333,"Sampled tree","","","",NA,NA,"Herbarium data, Scarpa, G. 776 (BA 92953)","Chaco","Argentina","Dry Chaco","Angiospermae"
"1157",1157,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.257005,-27.270402,"Sampled tree","","","",NA,NA,"Herbarium data, Fonseca s.n. (BA 30/1788)","Chaco","Paraguay","Humid Chaco","Angiospermae"
"1158",1158,"Helechos y licofitos de la Reserva Natural Educativa Colonia Benítez (Chaco, Argentina)","Paper",2014,"Ferns","Others","Presence","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.950675,-27.3182694,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1159",1159,"Helechos y licofitos de la Reserva Natural Educativa Colonia Benítez (Chaco, Argentina)","Paper",2014,"Ferns","Others","Presence","Polypodiaceae","Pleopeltis","minima","Pleopeltis minima","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.950675,-27.3182694,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1160",1160,"","Herbarium (ARG)",NA,"","Others","Presence","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","","Epiphyte",0,1,1,1,0,"Natural","",NA,NA,NA,"",-58.950757,-27.325922,"Sampled tree","","","",NA,NA,"Herbarium data, Schultz 31 (BA 17346)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1161",1161,"Flora Vascular de la República Argentina, Vol 2: Licofitas- Helechos - Gymnospermae","Book",2017,"Ferns","Others","Presence","Pteridaceae","Vittaria","lineata","Vittaria lineata","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.950371,-27.330373,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1162",1162,"","Herbarium (ARG)",NA,"","Others","Presence","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Hauman, L. s.n. (BA 17323)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1163",1163,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
